DEPTH,NPHI,RHOB,SGR(=GR),COREFACIES,PHIH,PHIV,MARKERS,PHIE,SWE,VSH,POTA,LOGKH,LOGKV
3415.5,,,,,5.0,,,,,,,-0.959,
3415.6,0.142,2.694,72.618,0.0,,,,2.26,0.663,0.293,0.347,,
3415.8,0.157,2.663,74.075,0.0,,,,3.2,0.607,0.31,0.349,,
3416.0,0.159,2.632,71.499,0.0,5.3,5.1,,3.53,0.606,0.328,0.35,-1.0,-1.398
3416.2,0.16,2.609,70.404,0.0,,,,3.69,0.616,0.346,0.352,,
3416.4,0.152,2.598,69.31,0.0,,,,3.29,0.665,0.364,0.345,,
3416.5,,,,,4.4,,,,,,,-0.959,
3416.6,0.146,2.595,66.784,0.0,,,,2.99,0.698,0.373,0.338,,
3416.8,0.141,2.589,64.389,0.0,,,,2.7,0.732,0.382,0.332,,
3417.0,0.14,2.569,61.995,0.0,11.4,,,3.11,0.705,0.385,0.328,-0.252,
3417.2,0.139,2.552,59.478,0.0,,,,4.19,0.672,0.357,0.325,,
3417.4,0.136,2.534,59.406,0.0,,,,5.32,0.647,0.323,0.321,,
3417.5,,,,,10.3,,,,,,,-0.252,
3417.6,0.133,2.535,59.333,0.0,,,,5.33,0.665,0.315,0.32,,
3417.8,0.131,2.535,58.85,0.0,,,,5.35,0.68,0.309,0.318,,
3418.0,0.129,2.516,58.367,0.0,7.2,11.9,,6.53,0.663,0.274,0.317,-0.167,-0.108
3418.2,0.127,2.498,57.687,0.0,,,,7.7,0.648,0.24,0.315,,
3418.4,0.126,2.473,57.007,0.0,,,,9.28,0.613,0.194,0.314,,
3418.5,,,,,7.0,,,,,,,-1.046,
3418.6,0.122,2.461,56.768,0.0,,,,10.06,0.607,0.162,0.313,,
3418.8,0.12,2.467,56.53,0.0,,,,9.72,0.626,0.165,0.312,,
3419.0,0.119,2.473,57.347,0.0,10.3,,,9.35,0.632,0.17,0.363,-0.347,
3419.2,0.123,2.479,73.208,0.0,,,,8.93,0.626,0.192,0.457,,
3419.4,0.126,2.485,106.084,0.0,,,,8.52,0.608,0.215,0.474,,
3419.5,,,,,9.9,,,,,,,-0.456,
3419.6,0.132,2.512,131.946,0.0,,,,6.81,0.624,0.275,0.401,,
3419.8,0.128,2.536,79.942,0.0,,,,5.3,0.658,0.301,0.364,,
3420.0,0.12,2.547,70.908,0.0,12.0,12.2,,4.6,0.683,0.294,0.344,-0.155,-0.409
3420.2,0.114,2.545,61.874,0.0,,,,4.77,0.687,0.271,0.325,,
3420.4,0.112,2.543,61.524,0.0,,,,4.91,0.678,0.259,0.32,,
3420.5,,,,,10.3,,,,,,,-0.495,
3420.6,0.117,2.543,61.174,0.0,,,,4.88,0.662,0.276,0.315,,
3420.8,0.13,2.543,61.879,0.0,,,,4.81,0.622,0.32,0.309,,
3421.0,0.147,2.555,62.584,0.0,9.4,,,4.19,0.62,0.374,0.304,-0.569,
3421.2,0.152,2.568,63.289,0.0,,,,3.94,0.644,0.381,0.301,,
3421.4,0.147,2.576,64.828,0.0,,,,3.17,0.709,0.392,0.297,,
3421.5,,,,,6.6,,,,,,,-1.046,
3421.6,0.144,2.572,65.618,0.0,,,,2.99,0.729,0.398,0.293,,
3421.8,0.152,2.569,66.408,0.0,,,,3.53,0.692,0.398,0.288,,
3422.0,0.16,2.559,66.768,0.0,10.0,9.9,,4.41,0.628,0.391,0.284,-0.553,-1.046
3422.2,0.169,2.582,65.554,0.0,,,,4.24,0.628,0.383,0.279,,
3422.4,0.174,2.618,63.562,0.0,,,,3.78,0.647,0.376,0.273,,
3422.5,,,,,11.0,,,,,,,-0.796,
3422.6,0.158,2.664,58.377,0.0,,,,2.11,0.763,0.367,0.268,,
3422.8,0.148,2.711,52.507,0.0,,,,1.16,0.849,0.356,0.263,,
3423.0,0.159,2.733,51.378,0.0,2.6,,,1.36,0.813,0.345,0.262,-2.0,
3423.2,0.169,2.726,58.072,0.0,,,,2.01,0.741,0.34,0.262,,
3423.4,0.174,2.665,61.63,0.0,,,,3.59,0.61,0.335,0.261,,
3423.5,,,,,9.5,,,,,,,-0.796,
3423.6,0.158,2.603,61.937,0.0,,,,3.89,0.592,0.336,0.26,,
3423.8,0.147,2.57,62.244,0.0,,,,4.49,0.557,0.336,0.262,,
3424.0,0.152,2.577,62.551,0.0,6.0,5.1,,4.48,0.558,0.336,0.263,-1.097,-1.301
3424.2,0.164,2.584,62.573,0.0,,,,4.64,0.557,0.343,0.265,,
3424.4,0.17,2.595,66.071,0.0,,,,4.52,0.57,0.348,0.284,,
3424.5,,,,,4.5,,,,,,,-1.155,
3424.6,0.176,2.605,67.679,0.0,,,,4.63,0.569,0.352,0.29,,
3424.8,0.159,2.607,69.287,0.0,,,,3.46,0.641,0.354,0.297,,
3425.0,0.147,2.592,69.862,0.0,4.9,,,3.41,0.647,0.356,0.303,-0.854,
3425.2,0.147,2.577,71.987,0.0,,,,3.86,0.621,0.358,0.311,,
3425.4,0.169,2.581,75.735,0.0,,,,4.69,0.576,0.361,0.32,,
3425.5,,,,,8.3,,,,,,,-1.046,
3425.6,0.19,2.616,79.803,0.0,,,,4.92,0.567,0.364,0.323,,
3425.8,0.2,2.647,80.388,0.0,,,,4.64,0.584,0.365,0.327,,
3426.0,0.191,2.632,75.27,0.0,4.8,4.6,,4.62,0.587,0.366,0.318,-1.155,-1.301
3426.2,0.183,2.617,77.122,0.0,,,,4.49,0.595,0.368,0.33,,
3426.4,0.181,2.602,83.019,0.0,,,,4.73,0.579,0.365,0.342,,
3426.5,,,,,7.5,,,,,,,-1.0,
3426.6,0.179,2.588,85.63,0.0,,,,4.97,0.564,0.363,0.341,,
3426.8,0.17,2.591,85.302,0.0,,,,4.4,0.591,0.36,0.34,,
3427.0,0.156,2.607,84.975,25.0,5.2,,,3.37,0.648,0.355,0.337,-1.301,
3427.2,0.166,2.629,81.61,25.0,,,,3.53,0.634,0.352,0.335,,
3427.4,0.181,2.624,78.399,25.0,,,,4.5,0.577,0.353,0.332,,
3427.5,,,,,8.6,,,,,,,-0.854,
3427.6,0.18,2.62,79.305,25.0,,,,4.52,0.577,0.354,0.331,,
3427.8,0.179,2.608,79.948,25.0,,,,4.7,0.569,0.356,0.33,,
3428.0,0.175,2.603,77.145,25.0,9.3,9.5,,4.49,0.582,0.357,0.329,-0.921,-1.097
3428.2,0.171,2.605,77.658,25.0,,,,4.11,0.608,0.361,0.333,,
3428.4,0.18,2.607,78.17,25.0,,,,4.59,0.585,0.364,0.337,,
3428.5,,,,,7.0,,,,,,,,
3428.6,0.183,2.6,77.671,25.0,,,,4.86,0.576,0.368,0.34,,
3428.8,0.186,2.592,77.171,25.0,,,,5.19,0.559,0.367,0.336,,
3429.0,0.189,2.577,72.805,25.0,9.1,,,5.69,0.535,0.367,0.331,-0.886,
3429.2,0.188,2.565,69.637,25.0,,,,5.96,0.523,0.367,0.331,,
3429.4,0.187,2.581,73.431,25.0,,,,5.55,0.54,0.366,0.331,,
3429.5,,,,,6.1,,,,,,,-1.155,
3429.6,0.192,2.601,74.562,25.0,,,,5.35,0.549,0.366,0.331,,
3429.8,0.197,2.608,75.692,25.0,,,,5.42,0.545,0.365,0.331,,
3430.0,0.204,2.615,76.823,25.0,5.6,5.5,,5.54,0.539,0.365,0.33,-1.046,-1.699
3430.2,0.195,2.617,76.689,25.0,,,,5.14,0.558,0.365,0.33,,
3430.4,0.187,2.607,76.555,25.0,,,,4.95,0.568,0.365,0.323,,
3430.5,,,,,9.2,,,,,,,-0.854,
3430.6,0.175,2.597,76.42,25.0,,,,4.38,0.601,0.368,0.32,,
3430.8,0.191,2.608,77.246,25.0,,,,5.07,0.567,0.37,0.316,,
3431.0,0.22,2.618,78.072,25.0,6.4,,,6.07,0.526,0.374,0.314,-0.959,
3431.2,0.25,2.632,79.155,0.0,,,,7.18,0.487,0.377,0.312,,
3431.4,0.249,2.646,80.237,0.0,,,,6.72,0.509,0.381,0.309,,
3431.5,,,,,7.2,,,,,,,,
3431.6,0.24,2.654,80.611,0.0,,,,6.06,0.538,0.384,0.307,,
3431.8,0.23,2.648,80.984,0.0,,,,5.72,0.556,0.386,0.301,,
3432.0,0.229,2.642,81.357,0.0,4.9,5.2,,5.83,0.55,0.385,0.294,-1.097,-1.699
3432.2,0.228,2.635,83.642,0.0,,,,5.96,0.544,0.385,0.293,,
3432.4,0.232,2.623,85.928,0.0,,,,6.48,0.522,0.384,0.292,,
3432.5,,,,,7.2,,,,,,,-1.046,
3432.6,0.236,2.611,88.261,0.0,,,,6.86,0.513,0.39,0.29,,
3432.8,0.24,2.613,85.534,0.0,,,,6.92,0.517,0.395,0.277,,
3433.0,0.248,2.614,83.419,0.0,5.1,,,7.22,0.512,0.4,0.263,-1.398,
3433.2,0.248,2.614,81.303,0.0,,,,7.09,0.522,0.405,0.25,,
3433.4,0.247,2.626,76.361,0.0,,,,6.68,0.544,0.409,0.236,,
3433.5,,,,,6.5,,,,,,,-0.194,
3433.6,0.218,2.638,67.779,0.0,,,,4.73,0.641,0.414,0.2,,
3433.8,0.196,2.643,60.044,0.0,,,,3.5,0.728,0.424,0.152,,
3434.0,0.197,2.63,52.328,0.0,11.6,7.1,,3.63,0.734,0.432,0.141,0.041,-0.523
3434.2,0.184,2.614,52.374,0.0,,,,3.39,0.798,0.428,0.137,,
3434.4,0.172,2.579,52.568,0.0,,,,4.66,0.819,0.376,0.133,,
3434.5,,,,,12.6,,,,,,,1.093,
3434.6,0.161,2.541,48.917,0.0,,,,6.27,0.817,0.324,0.128,,
3434.8,0.161,2.503,41.033,0.0,,,,8.55,0.784,0.261,0.114,,
3435.0,0.16,2.47,34.848,0.0,14.5,,,9.84,0.766,0.248,0.11,1.176,
3435.2,0.159,2.462,33.663,0.0,,,,10.32,0.784,0.235,0.106,,
3435.4,0.145,2.453,33.156,0.0,,,,10.39,0.811,0.215,0.104,,
3435.5,,,,,18.4,,,,,,,0.539,
3435.6,0.131,2.454,32.65,0.0,,,,10.39,0.863,0.178,0.102,,
3435.8,0.112,2.456,32.143,0.0,,,,10.45,0.906,0.119,0.1,,
3436.0,0.095,2.487,36.581,0.0,10.6,11.5,,8.67,1.0,0.115,0.109,0.114,0.199
3436.2,0.117,2.594,42.788,0.0,,,,3.45,1.0,0.27,0.123,,
3436.4,0.147,2.712,52.876,0.0,,,,1.02,1.0,0.36,0.13,,
3436.5,,,,,2.6,,,,,,,-2.0,
3436.6,0.178,2.755,55.3,0.0,,,,0.15,1.0,0.455,0.137,,
3436.8,0.196,2.751,57.723,0.0,,,,0.5,1.0,0.469,0.157,,
3436.9,,,,,3.3,,,,,,,,
3437.0,0.252,2.724,67.958,0.0,,,,3.03,0.839,0.477,0.178,,
3437.2,0.269,2.688,86.636,0.0,,,,4.47,0.756,0.485,0.206,,
3437.4,0.262,2.693,94.017,0.0,,,,3.93,0.799,0.492,0.206,,
3437.5,,,,,3.7,,,,,,,-2.0,
3437.6,0.255,2.697,88.161,0.0,,,,3.43,0.843,0.498,0.206,,
3437.8,0.233,2.698,84.844,0.0,,,,2.26,0.932,0.516,0.207,,
3438.0,0.235,2.661,81.527,0.0,8.4,9.6,,2.85,0.877,0.536,0.196,-0.108,-0.081
3438.2,0.213,2.618,78.36,0.0,,,,2.09,0.929,0.557,0.184,,
3438.4,0.188,2.569,65.712,0.0,,,,4.11,0.898,0.467,0.173,,
3438.5,,,,,12.9,,,,,,,1.558,
3438.6,0.163,2.535,52.175,0.0,,,,7.03,0.913,0.295,0.142,,
3438.8,0.162,2.496,44.481,0.0,,,,10.28,0.856,0.178,0.127,,
3439.0,0.152,2.456,36.788,0.0,16.3,,,11.5,0.822,0.163,0.113,1.236,
3439.2,0.142,2.427,33.605,0.0,,,,12.01,0.813,0.167,0.108,,
3439.4,0.132,2.431,33.044,0.0,,,,11.83,0.88,0.143,0.103,,
3439.5,,,,,16.9,,,,,,,1.179,
3439.6,0.135,2.423,32.484,0.0,,,,12.3,0.888,0.14,0.098,,
3439.8,0.155,2.408,31.923,0.0,,,,13.09,0.856,0.17,0.1,,
3440.0,0.176,2.4,37.45,0.0,17.4,18.4,5.0,13.42,0.83,0.226,0.103,1.465,1.529
3440.2,0.228,2.432,42.976,0.0,,,,11.04,0.817,0.433,0.134,,
3440.4,0.271,2.528,67.45,0.0,,,,4.81,0.976,0.709,0.164,,
3440.6,0.292,2.597,84.343,0.0,,,,0.34,1.0,0.894,0.241,,
3440.8,0.312,2.628,95.875,0.0,,,,0.0,1.0,0.95,0.259,,
3441.0,0.319,2.66,98.498,0.0,,,,0.0,1.0,0.965,0.27,,
3441.2,0.312,2.688,101.121,0.0,,,,0.0,1.0,0.949,0.281,,
3441.4,0.301,2.713,104.029,0.0,,,,0.0,1.0,0.923,0.292,,
3441.6,0.306,2.679,106.937,0.0,,,,0.0,1.0,0.936,0.298,,
3441.8,0.319,2.638,108.934,0.0,,,,0.0,1.0,0.966,0.305,,
3442.0,0.331,2.634,108.161,0.0,,,,0.0,1.0,1.0,0.299,,
3442.2,0.332,2.634,107.388,26.0,,,,0.0,1.0,1.0,0.292,,
3442.4,0.333,2.634,105.279,26.0,,,,0.0,1.0,1.0,0.286,,
3442.6,0.331,2.625,105.506,26.0,,,,0.0,1.0,1.0,0.284,,
3442.8,0.329,2.615,105.734,26.0,,,,0.0,1.0,1.0,0.282,,
3443.0,0.326,2.612,105.456,26.0,,,,0.0,1.0,0.994,0.28,,
3443.2,0.327,2.609,105.178,26.0,,,,0.0,1.0,0.995,0.288,,
3443.4,0.326,2.608,106.05,26.0,,,,0.0,1.0,0.99,0.295,,
3443.6,0.324,2.625,106.922,26.0,,,,0.0,1.0,0.985,0.303,,
3443.8,0.325,2.641,108.127,26.0,,,,0.0,1.0,0.988,0.311,,
3444.0,0.325,2.66,109.332,26.0,,,,0.0,1.0,0.99,0.313,,
3444.2,0.324,2.634,108.517,26.0,,,,0.0,1.0,0.984,0.315,,
3444.4,0.322,2.616,107.702,26.0,,,,0.0,1.0,0.979,0.317,,
3444.6,0.321,2.615,106.887,26.0,,,,0.0,1.0,0.973,0.319,,
3444.8,0.325,2.614,106.482,26.0,,,,0.0,1.0,0.989,0.316,,
3445.0,0.33,2.612,106.078,26.0,,,,0.0,1.0,1.0,0.313,,
3445.2,0.333,2.611,105.674,26.0,,,,0.0,1.0,1.0,0.31,,
3445.4,0.337,2.627,105.269,26.0,,,,0.0,1.0,1.0,0.306,,
3445.6,0.336,2.643,107.015,26.0,,,,0.0,1.0,1.0,0.306,,
3445.8,0.336,2.66,108.762,26.0,,,,0.0,1.0,1.0,0.307,,
3446.0,0.34,2.657,108.897,26.0,,,,0.0,1.0,1.0,0.307,,
3446.2,0.357,2.626,109.033,26.0,,,,0.0,1.0,1.0,0.303,,
3446.4,0.362,2.631,108.064,26.0,,,,0.0,1.0,1.0,0.299,,
3446.6,0.35,2.623,107.094,26.0,,,,0.0,1.0,1.0,0.305,,
3446.8,0.337,2.616,108.776,26.0,,,,0.0,1.0,1.0,0.31,,
3447.0,0.336,2.606,110.459,26.0,,,,0.0,1.0,1.0,0.315,,
