DEPTH,NPHI,RHOB,SGR(=GR),COREFACIES,PHIH,PHIV,MARKERS,PHIE,SWE,VSH,POTA,LOGKH,LOGKV
3167.0,0.29,2.63,102.621,0.0,,,,,,0.923,0.289,,
3167.2,0.305,2.617,104.072,0.0,,,,0.0,1.0,0.98,0.306,,
3167.4,0.312,2.608,105.524,0.0,,,,0.0,1.0,0.991,0.303,,
3167.6,0.311,2.61,104.631,0.0,,,,0.0,1.0,0.947,0.298,,
3167.8,0.31,2.614,102.011,0.0,,,,0.0,1.0,0.944,0.292,,
3168.0,0.306,2.617,102.358,0.0,,,,0.0,1.0,0.933,0.287,,
3168.2,0.301,2.615,102.705,0.0,,,,0.0,1.0,0.927,0.289,,
3168.4,0.296,2.613,104.64,0.0,,,,0.0,1.0,0.914,0.29,,
3168.6,0.292,2.608,104.676,0.0,,,,0.01,1.0,0.902,0.292,,
3168.8,0.292,2.599,102.98,0.0,,,,0.24,1.0,0.898,0.291,,
3169.0,0.295,2.597,101.848,0.0,,,,0.27,1.0,0.91,0.29,,
3169.2,0.315,2.596,102.034,0.0,,,,0.0,1.0,0.958,0.294,,
3169.4,0.321,2.595,105.365,0.0,,,,0.0,1.0,0.977,0.302,,
3169.6,0.32,2.593,107.663,0.0,,,,0.0,1.0,0.968,0.309,,
3169.8,0.305,2.6,107.776,0.0,,,,0.12,1.0,0.936,0.302,,
3170.0,0.283,2.628,102.661,0.0,,,,0.0,1.0,0.873,0.295,,
3170.2,0.269,2.725,87.329,0.0,,,,0.0,1.0,0.814,0.272,,
3170.4,0.273,2.794,85.98,0.0,,,,0.0,1.0,0.833,0.285,,
3170.6,0.274,2.735,95.849,0.0,,,,0.0,1.0,0.839,0.297,,
3170.8,0.276,2.676,97.656,0.0,,,,0.0,1.0,0.845,0.304,,
3171.0,0.294,2.634,99.951,0.0,,,,0.0,1.0,0.91,0.311,,
3171.2,0.321,2.595,102.467,0.0,,,,1.32,0.918,0.916,0.316,,
3171.4,0.341,2.568,107.275,0.0,,,,2.52,0.851,0.916,0.32,,
3171.6,0.349,2.543,109.602,0.0,,,,2.52,0.851,0.916,0.318,,
3171.8,0.333,2.552,108.355,0.0,,,,2.51,0.851,0.916,0.316,,
3172.0,0.314,2.562,106.694,0.0,,,,2.36,0.871,0.897,0.313,,
3172.2,0.294,2.578,104.353,26.0,,,,1.44,0.935,0.882,0.31,,
3172.4,0.302,2.595,101.451,26.0,,,,0.31,1.0,0.928,0.307,,
3172.6,0.309,2.603,100.758,26.0,,,,0.03,1.0,0.943,0.304,,
3172.8,0.31,2.611,100.065,26.0,,,,0.0,1.0,0.947,0.305,,
3173.0,0.309,2.62,101.105,26.0,,,,0.0,1.0,0.941,0.305,,
3173.2,0.309,2.633,102.615,26.0,,,,0.0,1.0,0.942,0.306,,
3173.4,0.309,2.638,103.232,26.0,,,,0.0,1.0,0.942,0.306,,
3173.6,0.307,2.612,103.559,26.0,,,,0.0,1.0,0.939,0.306,,
3173.8,0.305,2.599,105.18,26.0,,,,0.15,1.0,0.938,0.305,,
3174.0,0.303,2.599,105.143,26.0,,,,0.17,1.0,0.933,0.298,,
3174.2,0.302,2.598,105.105,26.0,,,,0.19,1.0,0.928,0.292,,
3174.4,0.298,2.599,103.77,26.0,,,,0.2,1.0,0.918,0.285,,
3174.6,0.303,2.6,103.076,26.0,,,,0.14,1.0,0.931,0.279,,
3174.8,0.308,2.603,106.32,26.0,,,,0.05,1.0,0.939,0.274,,
3175.0,0.312,2.591,107.076,26.0,,,,0.56,0.997,0.937,0.269,,
3175.2,0.316,2.579,107.216,26.0,,,,1.25,0.954,0.933,0.269,,
3175.4,0.325,2.567,107.356,26.0,,,,1.59,0.927,0.947,0.269,,
3175.6,0.325,2.567,107.496,26.0,,,,1.6,0.919,0.947,0.27,,
3175.8,0.325,2.577,107.528,26.0,,,,0.0,1.0,0.957,0.271,,
3176.0,0.313,2.581,105.752,26.0,,,,1.2,0.928,0.922,0.272,,
3176.2,0.302,2.588,102.486,26.0,,,,1.05,0.934,0.902,0.275,,
3176.4,0.308,2.592,100.009,26.0,,,,1.4,0.914,0.884,0.278,,
3176.6,0.322,2.583,102.048,26.0,,,,2.71,0.842,0.866,0.281,,
3176.8,0.339,2.565,104.44,26.0,,,,3.92,0.783,0.869,0.279,,
3177.0,0.339,2.544,106.832,26.0,,,,3.82,0.788,0.873,0.276,,
3177.2,0.34,2.543,106.246,26.0,,,,3.21,0.816,0.893,0.273,,
3177.4,0.338,2.552,105.855,26.0,,,,2.58,0.848,0.914,0.266,,
3177.6,0.337,2.562,105.464,26.0,,,,0.0,1.0,0.969,0.259,,
3177.8,0.337,2.557,105.939,26.0,,,,0.0,1.0,0.972,0.252,,
3178.0,0.337,2.545,105.163,26.0,,,,0.0,1.0,0.954,0.247,,
3178.2,0.334,2.546,104.386,0.0,,,,1.59,1.0,0.947,0.242,,
3178.4,0.331,2.568,100.56,0.0,,,,0.0,1.0,0.969,0.232,,
3178.6,0.298,2.561,88.923,0.0,,,,2.49,0.999,0.863,0.222,,
3178.8,0.228,2.525,69.461,0.0,,,,5.29,0.984,0.586,0.159,,
3179.0,0.145,2.476,53.264,0.0,10.5,,1.0,8.95,1.0,0.255,0.102,0.0,
3179.2,0.139,2.44,36.291,0.0,,,,11.22,0.864,0.182,0.087,,
3179.4,0.162,2.388,27.612,0.0,,,,14.44,0.6,0.152,0.071,,
3179.5,,,,,25.1,18.1,,,,,,2.876,1.615
3179.6,0.19,2.329,27.709,0.0,,,,17.64,0.399,0.159,0.075,,
3179.8,0.21,2.271,29.217,0.0,,,,21.08,0.268,0.117,0.079,,
3180.0,0.218,2.24,30.164,0.0,24.5,,,22.94,0.203,0.09,0.083,2.732,
3180.2,0.22,2.225,31.111,0.0,,,,23.81,0.165,0.073,0.084,,
3180.4,0.222,2.215,33.378,0.0,,,,24.4,0.149,0.064,0.086,,
3180.5,,,,,23.1,,,,,,,2.535,
3180.6,0.221,2.221,32.682,0.0,,,,24.06,0.145,0.071,0.087,,
3180.8,0.221,2.227,31.986,0.0,,,,23.72,0.14,0.078,0.087,,
3181.0,0.22,2.234,31.992,0.0,24.8,,,23.28,0.136,0.088,0.091,2.722,
3181.2,0.218,2.237,31.998,0.0,,,,23.08,0.135,0.083,0.096,,
3181.4,0.215,2.241,31.661,0.0,,,,22.88,0.134,0.078,0.094,,
3181.5,,,,,24.8,23.3,,,,,,2.744,2.554
3181.6,0.209,2.246,31.324,0.0,,,,22.65,0.137,0.073,0.093,,
3181.8,0.204,2.25,32.275,0.0,,,,22.41,0.139,0.065,0.092,,
3182.0,0.202,2.255,33.226,0.0,20.6,,,22.14,0.137,0.067,0.096,2.352,
3182.2,0.197,2.259,33.512,0.0,,,,21.94,0.136,0.062,0.101,,
3182.4,0.192,2.262,34.049,0.0,,,,21.74,0.131,0.054,0.106,,
3182.5,,,,,22.4,,,,,,,2.659,
3182.6,0.17,2.277,30.559,0.0,,,,21.04,0.132,0.008,0.104,,
3182.8,0.136,2.291,26.92,0.0,,,,19.24,0.137,0.0,0.103,,
3183.0,0.127,2.314,27.599,0.0,16.6,,,18.08,0.133,0.0,0.101,3.117,
3183.2,0.136,2.332,28.278,0.0,,,,17.87,0.128,0.0,0.108,,
3183.4,0.147,2.327,30.482,0.0,,,,18.15,0.123,0.018,0.114,,
3183.5,,,,,16.2,15.8,,,,,,2.819,1.272
3183.6,0.157,2.307,31.368,0.0,,,,19.3,0.111,0.016,0.12,,
3183.8,0.17,2.286,33.297,0.0,,,,20.49,0.1,0.023,0.14,,
3184.0,0.179,2.264,35.547,0.0,25.5,,,21.7,0.092,0.02,0.161,2.843,
3184.2,0.185,2.24,38.797,0.0,,,,23.14,0.085,0.002,0.184,,
3184.4,0.192,2.23,41.555,0.0,,,,23.73,0.08,0.003,0.188,,
3184.5,,,,,22.8,,,,,,,2.883,
3184.6,0.195,2.229,44.313,0.0,,,,23.78,0.075,0.009,0.192,,
3184.8,0.198,2.228,44.143,0.0,,,,23.83,0.07,0.015,0.196,,
3185.0,0.201,2.232,43.973,0.0,23.5,,,23.56,0.065,0.028,0.197,2.872,
3185.2,0.204,2.236,44.18,0.0,,,,23.28,0.061,0.043,0.198,,
3185.4,0.207,2.238,44.387,0.0,,,,23.15,0.06,0.054,0.199,,
3185.5,,,,,21.2,21.0,,,,,,2.6,2.201
3185.6,0.207,2.24,44.594,0.0,,,,23.03,0.062,0.058,0.2,,
3185.8,0.208,2.236,45.881,0.0,,,,23.23,0.064,0.053,0.196,,
3186.0,0.207,2.233,47.331,0.0,23.4,,,23.44,0.063,0.046,0.192,2.839,
3186.2,0.206,2.237,45.686,0.0,,,,23.17,0.067,0.05,0.188,,
3186.4,0.206,2.257,45.072,0.0,,,,21.97,0.074,0.081,0.183,,
3186.5,,,,,18.1,,,,,,,2.173,
3186.6,0.203,2.277,44.457,0.0,,,,20.78,0.08,0.104,0.177,,
3186.8,0.2,2.291,44.527,0.0,,,,19.9,0.086,0.121,0.17,,
3187.0,0.199,2.286,44.597,0.0,19.9,,,20.23,0.09,0.112,0.164,2.318,
3187.2,0.199,2.285,44.667,0.0,,,,20.3,0.095,0.109,0.163,,
3187.4,0.199,2.284,43.908,0.0,,,,20.38,0.1,0.107,0.163,,
3187.5,,,,,20.6,21.0,,,,,,2.423,2.26
3187.6,0.198,2.297,41.569,0.0,,,,19.54,0.103,0.126,0.157,,
3187.8,0.183,2.311,36.423,0.0,,,,18.8,0.105,0.108,0.151,,
3188.0,0.143,2.325,28.522,0.0,19.7,,,18.29,0.114,0.005,0.122,2.766,
3188.2,0.119,2.339,22.296,0.0,,,,16.85,0.111,0.0,0.09,,
3188.4,0.109,2.35,20.214,0.0,,,,15.96,0.097,0.0,0.074,,
3188.5,,,,,15.2,,,,,,,3.733,
3188.6,0.099,2.362,19.909,0.0,,,,15.09,0.093,0.0,0.074,,
3188.8,0.089,2.365,19.603,0.0,,,,14.52,0.082,0.0,0.074,,
3189.0,0.085,2.365,19.298,0.0,14.9,,,14.32,0.062,0.0,0.074,3.524,
3189.2,0.082,2.366,21.783,0.0,,,,14.12,0.057,0.0,0.077,,
3189.4,0.084,2.366,24.269,0.0,,,,14.25,0.054,0.0,0.08,,
3189.5,,,,,14.4,14.1,,,,,,3.334,1.19
3189.6,0.102,2.356,26.755,0.0,,,,15.44,0.054,0.0,0.099,,
3189.8,0.119,2.342,30.958,0.0,,,,16.76,0.063,0.0,0.119,,
3190.0,0.136,2.327,35.162,0.0,18.8,,,18.0,0.061,0.0,0.151,2.948,
3190.2,0.152,2.313,38.472,0.0,,,,18.95,0.06,0.012,0.159,,
3190.4,0.168,2.298,39.886,0.0,,,,19.72,0.07,0.036,0.167,,
3190.5,,,,,21.4,,,,,,,2.719,
3190.6,0.153,2.295,37.548,0.0,,,,19.78,0.085,0.0,0.152,,
3190.8,0.133,2.311,30.487,0.0,,,,18.46,0.106,0.0,0.122,,
3191.0,0.119,2.331,28.713,0.0,16.0,,,17.15,0.121,0.0,0.121,3.571,
3191.2,0.127,2.334,31.998,0.0,,,,17.4,0.131,0.0,0.12,,
3191.4,0.123,2.342,33.038,0.0,,,,16.91,0.14,0.0,0.124,,
3191.5,,,,,22.1,21.3,,,,,,2.675,2.041
3191.6,0.118,2.349,34.492,0.0,,,,16.45,0.139,0.0,0.128,,
3191.8,0.116,2.357,35.945,0.0,,,,16.12,0.133,0.0,0.139,,
3192.0,0.135,2.366,40.972,0.0,18.3,,,15.81,0.129,0.048,0.15,2.748,
3192.2,0.159,2.361,45.998,0.0,,,,15.92,0.125,0.11,0.161,,
3192.4,0.187,2.345,50.213,0.0,,,,17.17,0.114,0.144,0.191,,
3192.5,,,,,21.8,,,,,,,2.477,
3192.6,0.191,2.328,50.814,0.0,,,,17.91,0.111,0.145,0.199,,
3192.8,0.196,2.293,50.197,0.0,,,,19.85,0.105,0.113,0.206,,
3193.0,0.199,2.26,49.693,0.0,22.3,,,21.84,0.1,0.07,0.206,2.724,
3193.2,0.203,2.249,48.548,0.0,,,,22.46,0.096,0.061,0.206,,
3193.4,0.206,2.248,47.403,0.0,,,,22.54,0.094,0.066,0.206,,
3193.5,,,,,23.1,20.8,,,,,,2.702,2.097
3193.6,0.207,2.252,48.462,0.0,,,,22.26,0.093,0.076,0.207,,
3193.8,0.207,2.257,48.846,0.0,,,,21.97,0.093,0.086,0.209,,
3194.0,0.201,2.268,49.229,0.0,19.9,,,21.3,0.095,0.088,0.21,2.288,
3194.2,0.195,2.28,48.376,0.0,,,,20.63,0.108,0.091,0.207,,
3194.4,0.189,2.294,47.522,0.0,,,,19.82,0.116,0.096,0.204,,
3194.5,,,,,20.5,,,,,,,2.728,
3194.6,0.185,2.308,46.668,0.0,,,,19.0,0.12,0.109,0.2,,
3194.8,0.181,2.323,43.44,0.0,,,,18.08,0.123,0.122,0.197,,
3195.0,0.173,2.321,39.467,0.0,19.7,,,18.3,0.12,0.09,0.191,2.117,
3195.2,0.165,2.302,40.215,0.0,,,,19.54,0.113,0.033,0.189,,
3195.4,0.164,2.274,42.419,0.0,,,,21.02,0.1,0.0,0.198,,
3195.5,,,,,22.7,23.1,,,,,,2.821,2.774
3195.6,0.18,2.247,44.624,0.0,,,,22.7,0.086,0.0,0.214,,
3195.8,0.186,2.215,46.828,0.0,,,,24.08,0.062,0.0,0.231,,
3196.0,0.193,2.213,50.067,0.0,23.9,,,24.4,0.05,0.0,0.242,2.951,
3196.2,0.2,2.217,51.067,0.0,,,,24.5,0.041,0.002,0.253,,
3196.4,0.208,2.219,51.12,0.0,,,,24.29,0.034,0.025,0.254,,
3196.5,,,,,22.8,,,,,,,2.864,
3196.6,0.206,2.221,51.323,0.0,,,,24.16,0.034,0.024,0.255,,
3196.8,0.199,2.224,51.526,0.0,,,,24.05,0.035,0.012,0.256,,
3197.0,0.192,2.226,49.804,0.0,24.0,,,23.93,0.036,0.0,0.244,3.053,
3197.2,0.185,2.228,45.41,0.0,,,,23.59,0.037,0.0,0.231,,
3197.4,0.183,2.23,44.818,0.0,,,,23.45,0.036,0.0,0.219,,
3197.5,,,,,22.0,22.1,,,,,,2.889,2.838
3197.6,0.181,2.232,43.511,0.0,,,,23.28,0.036,0.0,0.213,,
3197.8,0.186,2.234,43.436,0.0,,,,23.37,0.036,0.0,0.207,,
3198.0,0.19,2.237,43.361,0.0,20.8,,,23.32,0.035,0.009,0.201,2.708,
3198.2,0.188,2.241,42.577,0.0,,,,23.08,0.035,0.008,0.199,,
3198.4,0.183,2.245,41.793,0.0,,,,22.86,0.036,0.001,0.197,,
3198.5,,,,,21.4,,,,,,,2.744,
3198.6,0.184,2.249,41.429,0.0,,,,22.6,0.037,0.01,0.197,,
3198.8,0.184,2.256,41.065,0.0,,,,22.15,0.037,0.024,0.198,,
3199.0,0.184,2.256,41.541,0.0,20.2,,,22.16,0.037,0.023,0.199,2.7,
3199.2,0.184,2.251,42.016,0.0,,,,22.5,0.038,0.013,0.199,,
3199.4,0.183,2.245,40.975,0.0,,,,22.84,0.04,0.003,0.198,,
3199.5,,,,,21.3,20.8,,,,,,2.747,2.456
3199.6,0.183,2.247,39.933,0.0,,,,22.73,0.039,0.004,0.197,,
3199.8,0.184,2.249,39.807,0.0,,,,22.6,0.038,0.011,0.197,,
3200.0,0.185,2.251,39.681,0.0,22.5,,,22.48,0.037,0.017,0.198,2.941,
3200.2,0.183,2.251,39.707,23.0,,,,22.51,0.036,0.009,0.198,,
3200.4,0.18,2.25,39.733,23.0,,,,22.56,0.034,0.001,0.199,,
3200.5,,,,,20.4,,,,,,,2.687,
3200.6,0.18,2.245,39.73,23.0,,,,22.74,0.034,0.0,0.198,,
3200.8,0.179,2.243,39.727,23.0,,,,22.77,0.034,0.0,0.197,,
3201.0,0.178,2.241,39.649,23.0,21.8,,,22.83,0.034,0.0,0.197,2.772,
3201.2,0.178,2.234,39.571,23.0,,,,23.06,0.033,0.0,0.196,,
3201.4,0.179,2.233,39.493,23.0,,,,23.12,0.033,0.0,0.195,,
3201.5,,,,,21.6,22.0,,,,,,2.833,2.23
3201.6,0.179,2.233,40.292,23.0,,,,23.15,0.034,0.0,0.202,,
3201.8,0.179,2.232,41.228,23.0,,,,23.18,0.035,0.0,0.209,,
3202.0,0.176,2.231,40.947,23.0,21.9,,,23.04,0.035,0.0,0.206,2.822,
3202.2,0.173,2.23,40.665,23.0,,,,22.94,0.036,0.0,0.203,,
3202.4,0.17,2.232,41.272,23.0,,,,22.71,0.038,0.0,0.201,,
3202.5,,,,,22.0,,,,,,,2.787,
3202.6,0.169,2.234,41.878,23.0,,,,22.59,0.041,0.0,0.198,,
3202.8,0.168,2.234,41.826,23.0,,,,22.54,0.039,0.0,0.201,,
3203.0,0.167,2.234,41.773,23.0,20.4,,,22.48,0.044,0.0,0.205,2.76,
3203.2,0.166,2.234,40.951,23.0,,,,22.43,0.053,0.0,0.204,,
3203.4,0.169,2.234,41.485,23.0,,,,22.59,0.053,0.0,0.203,,
3203.5,,,,,22.4,22.0,,,,,,3.185,3.041
3203.6,0.172,2.234,42.019,23.0,,,,22.76,0.051,0.0,0.203,,
3203.8,0.176,2.235,41.583,23.0,,,,22.89,0.05,0.0,0.203,,
3204.0,0.181,2.236,41.147,23.0,22.9,,,23.1,0.049,0.0,0.2,3.212,
3204.2,0.185,2.236,40.711,23.0,,,,23.28,0.047,0.0,0.198,,
3204.4,0.185,2.237,40.431,23.0,,,,23.26,0.045,0.0,0.196,,
3204.5,,,,,21.5,,,,,,,2.925,
3204.6,0.186,2.241,40.151,23.0,,,,23.11,0.046,0.002,0.194,,
3204.8,0.186,2.244,40.104,23.0,,,,22.89,0.049,0.008,0.195,,
3205.0,0.185,2.246,40.057,23.0,21.1,,,22.78,0.05,0.009,0.196,2.869,
3205.2,0.184,2.242,40.01,0.0,,,,23.02,0.051,0.001,0.197,,
3205.4,0.184,2.234,39.805,0.0,,,,23.29,0.051,0.0,0.198,,
3205.5,,,,,23.2,24.4,,,,,,3.149,3.25
3205.6,0.183,2.233,39.599,0.0,,,,23.32,0.059,0.0,0.202,,
3205.8,0.181,2.236,40.672,0.0,,,,23.13,0.07,0.0,0.206,,
3206.0,0.179,2.238,41.745,0.0,19.7,,,22.96,0.087,0.0,0.21,2.685,
3206.2,0.177,2.24,42.672,0.0,,,,22.79,0.098,0.0,0.213,,
3206.4,0.177,2.236,43.599,0.0,,,,22.92,0.099,0.0,0.212,,
3206.5,,,,,22.2,,,,,,,2.874,
3206.6,0.178,2.233,42.246,0.0,,,,23.07,0.099,0.0,0.211,,
3206.8,0.18,2.232,42.465,0.0,,,,23.21,0.098,0.0,0.213,,
3207.0,0.183,2.231,42.683,0.0,22.1,,,23.36,0.097,0.0,0.215,2.941,
3207.2,0.182,2.236,43.2,0.0,,,,23.14,0.09,0.0,0.217,,
3207.4,0.181,2.241,43.717,0.0,,,,22.91,0.085,0.0,0.219,,
3207.5,,,,,18.6,20.7,,,,,,3.365,3.412
3207.6,0.18,2.25,44.234,0.0,,,,22.57,0.084,0.0,0.219,,
3207.8,0.179,2.258,45.664,0.0,,,,22.1,0.085,0.011,0.219,,
3208.0,0.179,2.259,47.094,0.0,17.9,,,22.03,0.085,0.012,0.223,,
3208.2,0.179,2.26,48.523,0.0,,,,21.97,0.085,0.012,0.227,,
3208.4,0.183,2.252,49.288,0.0,,,,22.45,0.084,0.011,0.231,,
3208.5,,,,,21.3,,,,,,,2.636,
3208.6,0.186,2.252,50.053,0.0,,,,22.4,0.084,0.021,0.229,,
3208.8,0.19,2.253,53.027,0.0,,,,22.34,0.085,0.033,0.227,,
3209.0,0.194,2.253,54.728,0.0,20.6,,,22.28,0.084,0.044,0.225,2.603,
3209.2,0.192,2.263,56.071,0.0,,,,21.67,0.086,0.057,0.221,,
3209.4,0.191,2.273,56.634,0.0,,,,21.06,0.089,0.069,0.219,,
3209.5,,,,,21.4,21.8,,,,,,2.795,2.939
3209.6,0.189,2.29,57.198,0.0,,,,20.06,0.093,0.091,0.211,,
3209.8,0.19,2.298,54.84,0.0,,,,19.57,0.096,0.107,0.203,,
3210.0,0.191,2.295,54.076,0.0,18.3,,,19.73,0.094,0.105,0.203,2.369,
3210.2,0.192,2.283,53.313,0.0,,,,20.46,0.092,0.088,0.205,,
3210.4,0.193,2.278,51.917,0.0,,,,20.74,0.09,0.083,0.206,,
3210.5,,,,,22.0,,,,,,,2.772,
3210.6,0.194,2.274,50.522,0.0,,,,21.02,0.089,0.079,0.205,,
3210.8,0.196,2.267,49.127,0.0,,,,21.43,0.085,0.071,0.204,,
3211.0,0.197,2.26,45.441,0.0,21.5,,,21.84,0.081,0.063,0.202,2.667,
3211.2,0.197,2.255,43.829,0.0,,,,22.17,0.074,0.054,0.196,,
3211.4,0.197,2.253,44.52,0.0,,,,22.31,0.071,0.05,0.191,,
3211.5,,,,,21.1,22.9,,,,,,2.582,1.997
3211.6,0.196,2.25,45.21,0.0,,,,22.45,0.073,0.046,0.195,,
3211.8,0.196,2.25,46.471,0.0,,,,22.46,0.075,0.043,0.199,,
3212.0,0.195,2.25,47.732,0.0,23.4,,,22.48,0.076,0.041,0.204,2.886,
3212.2,0.194,2.248,48.993,0.0,,,,22.59,0.077,0.036,0.209,,
3212.4,0.195,2.243,49.16,0.0,,,,22.89,0.077,0.03,0.215,,
3212.5,,,,,22.2,,,,,,,2.732,
3212.6,0.196,2.242,49.326,0.0,,,,22.94,0.078,0.031,0.216,,
3212.8,0.196,2.241,49.34,0.0,,,,23.0,0.08,0.031,0.221,,
3213.0,0.196,2.24,49.355,0.0,21.8,,,23.06,0.083,0.03,0.226,2.747,
3213.2,0.197,2.244,49.626,0.0,,,,22.84,0.087,0.037,0.231,,
3213.4,0.197,2.247,49.897,0.0,,,,22.62,0.093,0.044,0.237,,
3213.5,,,,,23.7,23.1,,,,,,2.814,2.78
3213.6,0.198,2.247,50.168,0.0,,,,22.66,0.098,0.045,0.242,,
3213.8,0.199,2.246,50.587,0.0,,,,22.71,0.103,0.045,0.249,,
3214.0,0.2,2.254,51.007,0.0,21.6,,,22.22,0.107,0.06,0.255,2.722,
3214.2,0.194,2.261,51.426,0.0,,,,21.78,0.107,0.057,0.258,,
3214.4,0.188,2.269,52.437,0.0,,,,21.35,0.111,0.053,0.26,,
3214.5,,,,,21.5,,,,,,,2.603,
3214.6,0.178,2.289,51.316,0.0,,,,20.2,0.117,0.054,0.253,,
3214.8,0.169,2.309,46.638,0.0,,,,19.09,0.124,0.054,0.23,,
3215.0,0.172,2.308,43.298,0.0,20.4,,,19.11,0.123,0.063,0.219,2.348,
3215.2,0.174,2.307,42.64,0.0,,,,19.14,0.122,0.071,0.218,,
3215.4,0.177,2.294,41.982,0.0,,,,19.92,0.118,0.059,0.218,,
3215.5,,,,,20.2,19.7,,,,,,2.328,2.045
3215.6,0.181,2.289,41.04,0.0,,,,20.21,0.116,0.063,0.221,,
3215.8,0.184,2.282,42.266,0.0,,,,20.57,0.113,0.065,0.225,,
3216.0,0.188,2.276,44.282,0.0,21.1,,,20.94,0.109,0.065,0.223,2.577,
3216.2,0.187,2.27,43.501,0.0,,,,21.34,0.106,0.05,0.221,,
3216.4,0.185,2.267,42.635,0.0,,,,21.52,0.108,0.042,0.219,,
3216.5,,,,,21.4,,,,,,,2.588,
3216.6,0.183,2.264,41.769,0.0,,,,21.71,0.108,0.032,0.218,,
3216.8,0.183,2.264,41.468,0.0,,,,21.71,0.109,0.03,0.215,,
3217.0,0.182,2.264,41.168,0.0,21.5,,,21.71,0.109,0.029,0.213,2.575,
3217.2,0.181,2.264,40.118,23.0,,,,21.71,0.109,0.027,0.209,,
3217.4,0.182,2.269,39.068,23.0,,,,21.38,0.11,0.036,0.206,,
3217.5,,,,,21.0,19.7,,,,,,2.53,1.754
3217.6,0.182,2.275,40.328,23.0,,,,21.06,0.111,0.046,0.21,,
3217.8,0.182,2.271,41.589,23.0,,,,21.3,0.11,0.04,0.214,,
3218.0,0.182,2.267,41.129,23.0,21.0,,,21.54,0.109,0.035,0.215,2.619,
3218.2,0.182,2.263,40.183,23.0,,,,21.78,0.108,0.028,0.216,,
3218.4,0.182,2.257,40.845,23.0,,,,22.1,0.108,0.02,0.217,,
3218.5,,,,,21.0,,,,,,,2.588,
3218.6,0.181,2.257,41.507,23.0,,,,22.17,0.108,0.014,0.219,,
3218.8,0.179,2.256,42.168,23.0,,,,22.24,0.109,0.007,0.222,,
3219.0,0.179,2.255,41.762,23.0,20.8,,,22.3,0.109,0.004,0.22,2.649,
3219.2,0.178,2.254,41.648,23.0,,,,22.34,0.11,0.001,0.219,,
3219.4,0.177,2.254,41.534,23.0,,,,22.33,0.111,0.0,0.217,,
3219.5,,,,,20.4,19.6,,,,,,2.534,2.107
3219.6,0.178,2.254,41.42,23.0,,,,22.37,0.112,0.001,0.216,,
3219.8,0.179,2.251,41.941,23.0,,,,22.49,0.112,0.0,0.217,,
3220.0,0.182,2.249,42.461,23.0,23.9,,,22.62,0.112,0.004,0.218,2.823,
3220.2,0.184,2.25,42.982,23.0,,,,22.56,0.113,0.012,0.218,,
3220.4,0.186,2.251,42.451,23.0,,,,22.49,0.114,0.019,0.218,,
3220.5,,,,,22.4,,,,,,,2.785,
3220.6,0.185,2.251,42.109,23.0,,,,22.46,0.116,0.018,0.217,,
3220.8,0.184,2.254,41.777,23.0,,,,22.32,0.117,0.018,0.211,,
3221.0,0.184,2.256,41.445,23.0,18.8,,,22.17,0.119,0.024,0.204,2.364,
3221.2,0.185,2.258,41.17,0.0,,,,22.03,0.12,0.029,0.2,,
3221.4,0.185,2.255,40.895,0.0,,,,22.26,0.12,0.023,0.197,,
3221.5,,,,,21.6,22.5,,,,,,2.668,2.642
3221.6,0.186,2.251,40.62,0.0,,,,22.5,0.12,0.018,0.193,,
3221.8,0.185,2.248,41.465,0.0,,,,22.66,0.12,0.013,0.199,,
3222.0,0.184,2.245,42.309,0.0,21.7,,,22.84,0.122,0.006,0.204,2.641,
3222.1,,,,,20.8,,,,,,,2.628,
3222.2,0.184,2.244,43.501,0.0,,,,22.89,0.124,0.003,0.21,,
3222.4,0.183,2.244,44.693,0.0,,,,22.92,0.128,0.0,0.216,,
3222.5,,,,,19.9,,,,,,,2.48,
3222.6,0.185,2.252,45.885,0.0,,,,22.45,0.133,0.018,0.221,,
3222.8,0.187,2.259,47.933,0.0,,,,21.96,0.139,0.034,0.226,,
3223.0,0.189,2.267,49.982,0.0,20.8,,,21.47,0.145,0.053,0.228,2.55,
3223.2,0.198,2.275,52.03,0.0,,,,20.93,0.149,0.09,0.229,,
3223.4,0.202,2.283,58.835,0.0,,,,20.43,0.156,0.112,0.225,,
3223.5,,,,,20.5,20.0,,,,,,2.318,1.867
3223.6,0.206,2.293,59.793,0.0,,,,19.78,0.163,0.138,0.22,,
3223.8,0.201,2.298,56.522,0.0,,,,19.51,0.17,0.134,0.22,,
3224.0,0.196,2.303,53.817,0.0,20.9,,,19.23,0.178,0.131,0.22,2.59,
3224.2,0.192,2.3,54.53,0.0,,,,19.42,0.184,0.115,0.235,,
3224.4,0.193,2.297,55.242,0.0,,,,19.56,0.188,0.114,0.25,,
3224.5,,,,,19.3,,,,,,,2.367,
3224.6,0.195,2.3,55.955,0.0,,,,19.41,0.192,0.122,0.259,,
3224.8,0.196,2.302,58.784,0.0,,,,19.26,0.196,0.129,0.268,,
3225.0,0.196,2.304,58.728,0.0,18.7,,,19.12,0.2,0.132,0.284,1.981,
3225.2,0.196,2.307,58.673,0.0,,,,18.99,0.205,0.135,0.287,,
3225.4,0.2,2.312,58.617,0.0,,,,18.66,0.209,0.153,0.29,,
3225.5,,,,,19.2,20.1,,,,,,1.956,1.502
3225.6,0.204,2.316,59.831,0.0,,,,18.33,0.218,0.171,0.294,,
